sample_id	Species	ST	sample_accession
SRR24466243	Klebsiella pneumoniae	ST258	SAMN34998238
SRR24466242	Klebsiella pneumoniae	ST20	SAMN34998239
SRR24466232	Klebsiella pneumoniae	ST3562	SAMN34998246
SRR24466229	Klebsiella pneumoniae	ST307	SAMN34998249
SRR24466225	Klebsiella pneumoniae	ST76	SAMN34998252
SRR24466224	Klebsiella pneumoniae	ST307	SAMN34998253
SRR24466223	Klebsiella pneumoniae	ST307	SAMN34998254
SRR24466222	Klebsiella pneumoniae	ST45	SAMN34998255
SRR24466221	Klebsiella pneumoniae	ST418	SAMN34998256
SRR24466220	Klebsiella pneumoniae	ST3574	SAMN34998257
SRR24466216	Klebsiella pneumoniae	ST37	SAMN34998261
SRR24466210	Klebsiella pneumoniae	ST147	SAMN34998266
SRR24466111	Klebsiella pneumoniae	ST307	SAMN34998272
SRR24466110	Klebsiella pneumoniae	ST258	SAMN34998273
SRR24466109	Klebsiella pneumoniae	ST870	SAMN34998274
SRR24466108	Klebsiella pneumoniae	ST258	SAMN34998275
SRR24466107	Klebsiella pneumoniae	ST258	SAMN34998276
SRR24466106	Klebsiella pneumoniae	ST307	SAMN34998277
SRR24466105	Klebsiella pneumoniae	ST258	SAMN34998278
SRR24466103	Klebsiella pneumoniae	ST20	SAMN34998280
SRR24466100	Klebsiella pneumoniae	ST15	SAMN34998282
SRR24466099	Klebsiella pneumoniae	ST2975	SAMN34998283
SRR24466097	Klebsiella pneumoniae	ST258	SAMN34998285
SRR24466096	Klebsiella pneumoniae	ST258	SAMN34998286
SRR24466088	Klebsiella pneumoniae	ST45	SAMN34998293
SRR24466087	Klebsiella pneumoniae	ST258	SAMN34998294
SRR24466207	Klebsiella pneumoniae	ST258	SAMN34998298
SRR24466206	Klebsiella pneumoniae	ST101	SAMN34998299
SRR24466205	Klebsiella pneumoniae	ST483	SAMN34998300
SRR24466202	Klebsiella pneumoniae	ST307	SAMN34998302
SRR24466201	Klebsiella pneumoniae	ST405	SAMN34998303
SRR24466199	Klebsiella pneumoniae	ST30	SAMN34998305
SRR24466197	Klebsiella variicola	ST3143-1LV	SAMN34998307
SRR24466195	Klebsiella pneumoniae	ST35	SAMN34998309
SRR24466180	Klebsiella pneumoniae	ST3562	SAMN34998322
SRR24466179	Klebsiella pneumoniae	ST13	SAMN34998323
SRR24466178	Klebsiella pneumoniae	ST258	SAMN34998324
SRR24466172	Klebsiella pneumoniae	ST37	SAMN34998330
SRR24466167	Klebsiella pneumoniae	ST661	SAMN34998334
SRR24466166	Klebsiella pneumoniae	ST268	SAMN34998335
SRR24466162	Klebsiella pneumoniae	ST45	SAMN34998339
SRR24466161	Klebsiella pneumoniae	ST37-1LV	SAMN34998340
SRR24466157	Klebsiella pneumoniae	ST76	SAMN34998342
SRR24466156	Klebsiella pneumoniae	ST258	SAMN34998343
SRR24466154	Klebsiella pneumoniae	ST258	SAMN34998345
SRR24466151	Klebsiella pneumoniae	ST258	SAMN34998348
SRR24466149	Klebsiella pneumoniae	ST258	SAMN34998350
SRR24466148	Klebsiella pneumoniae	ST2185	SAMN34998351
SRR24466144	Klebsiella pneumoniae	ST258	SAMN34998354
SRR24466142	Klebsiella pneumoniae	ST418	SAMN34998356
SRR24466141	Klebsiella pneumoniae	ST258	SAMN34998357
SRR24466139	Klebsiella pneumoniae	ST258	SAMN34998359
SRR24466138	Klebsiella pneumoniae	ST278	SAMN34998360
SRR24466137	Klebsiella pneumoniae	ST834	SAMN34998361
SRR24466135	Klebsiella pneumoniae	ST834	SAMN34998362
SRR24466131	Klebsiella pneumoniae	ST258	SAMN34998366
SRR24466129	Klebsiella pneumoniae	ST244	SAMN34998368
SRR24466128	Klebsiella pneumoniae	ST300	SAMN34998369
SRR24466127	Klebsiella pneumoniae	ST258	SAMN34998370
SRR24466124	Klebsiella pneumoniae	ST258	SAMN34998372
SRR24466120	Klebsiella pneumoniae	ST48	SAMN34998376
SRR24466119	Klebsiella pneumoniae	ST258	SAMN34998377
SRR24466117	Klebsiella pneumoniae	ST258	SAMN34998379
SRR24466047	Klebsiella pneumoniae	ST258	SAMN34998384
SRR24466045	Klebsiella pneumoniae	ST258	SAMN34998386
SRR24466043	Klebsiella pneumoniae	ST258	SAMN34998388
SRR24466042	Klebsiella pneumoniae	ST258	SAMN34998389
SRR24466041	Klebsiella pneumoniae	ST14	SAMN34998390
SRR24466040	Klebsiella pneumoniae	ST17	SAMN34998391
SRR24466034	Klebsiella pneumoniae	ST307	SAMN34998396
SRR24466027	Klebsiella pneumoniae	ST307	SAMN34998402
SRR24466025	Klebsiella pneumoniae	ST147	SAMN34998404
SRR24466023	Klebsiella pneumoniae	ST15	SAMN34998406
SRR24466022	Klebsiella pneumoniae	ST35	SAMN34998407
SRR24466020	Klebsiella pneumoniae	ST258	SAMN34998409
SRR24466015	Klebsiella pneumoniae	ST258	SAMN34998413
SRR24466014	Klebsiella pneumoniae	ST258	SAMN34998414
SRR24466013	Klebsiella pneumoniae	ST258	SAMN34998415
SRR24466010	Klebsiella pneumoniae	ST258	SAMN34998418
SRR24466009	Klebsiella pneumoniae	ST307	SAMN34998419
SRR24466008	Klebsiella pneumoniae	ST15	SAMN34998420
SRR24466007	Klebsiella pneumoniae	ST338-1LV	SAMN34998421
SRR24466001	Klebsiella pneumoniae	ST2975	SAMN34998426
SRR24466000	Klebsiella pneumoniae	ST2975	SAMN34998427
SRR24465999	Klebsiella pneumoniae	ST258	SAMN34998428
SRR24465996	Klebsiella pneumoniae	ST4343	SAMN34998431
SRR24465994	Klebsiella pneumoniae	ST307	SAMN34998432
SRR24465993	Klebsiella pneumoniae	ST258	SAMN34998433
SRR24465991	Klebsiella pneumoniae	ST258	SAMN34998435
SRR24465988	Klebsiella pneumoniae	ST307	SAMN34998438
SRR24466083	Klebsiella pneumoniae	ST1426	SAMN34998439
SRR24466082	Klebsiella pneumoniae	ST76-1LV	SAMN34998440
SRR24466077	Klebsiella pneumoniae	ST307	SAMN34998443
SRR24466075	Klebsiella pneumoniae	ST11	SAMN34998445
SRR24466074	Klebsiella pneumoniae	ST48	SAMN34998446
SRR24466073	Klebsiella pneumoniae	ST3991	SAMN34998447
SRR24466072	Klebsiella pneumoniae	ST307	SAMN34998448
SRR24466071	Klebsiella pneumoniae	ST35	SAMN34998449
SRR24466062	Klebsiella pneumoniae	ST45	SAMN34998457
SRR24466061	Klebsiella pneumoniae	ST307	SAMN34998458
SRR24466059	Klebsiella pneumoniae	ST258	SAMN34998460
SRR24466058	Klebsiella pneumoniae	ST462	SAMN34998461
SRR24466056	Klebsiella pneumoniae	ST258	SAMN34998462
SRR24466055	Klebsiella variicola	ST1582	SAMN34998463
SRR24466054	Klebsiella pneumoniae	ST258	SAMN34998464
SRR24465986	Klebsiella pneumoniae	ST258	SAMN34998468
SRR24465981	Klebsiella pneumoniae	ST2850	SAMN34998472
SRR24465973	Klebsiella pneumoniae	ST661	SAMN34998480
SRR25145296	Klebsiella pneumoniae	ST36	SAMN34998698
SRR25145281	Klebsiella pneumoniae	ST163	SAMN34998712
SRR25145736	Klebsiella pneumoniae	ST45	SAMN34998726
SRR25145584	Klebsiella pneumoniae	ST881	SAMN34998759
SRR25145466	Klebsiella pneumoniae	ST29	SAMN34998776
SRR25145464	Klebsiella quasipneumoniae		SAMN34998778
SRR25145462	Klebsiella pneumoniae	ST20	SAMN34998782
SRR25145458	Klebsiella pneumoniae	ST39	SAMN34998786
SRR25145451	Klebsiella pneumoniae	ST2552	SAMN34998792
SRR25145362	Klebsiella pneumoniae	ST964	SAMN34998795
SRR25145640	Klebsiella pneumoniae		SAMN34998798
SRR24475026	Klebsiella pneumoniae	ST16	SAMN35004766
SRR24474910	Klebsiella pneumoniae	ST14	SAMN35004780
SRR24474962	Klebsiella pneumoniae	ST656	SAMN35004782
SRR24474961	Klebsiella pneumoniae	ST15	SAMN35004783
SRR24474960	Klebsiella pneumoniae	ST15	SAMN35004784
SRR24474951	Klebsiella variicola	ST596	SAMN35004792
SRR24474947	Klebsiella quasipneumoniae	ST1105-3LV	SAMN35004795
SRR24474945	Klebsiella pneumoniae	ST16	SAMN35004797
SRR24474943	Klebsiella pneumoniae	ST16	SAMN35004799
SRR24474942	Klebsiella pneumoniae	ST16	SAMN35004800
SRR24474941	Klebsiella quasipneumoniae	ST1105-3LV	SAMN35004801
SRR24474940	Klebsiella pneumoniae	ST11	SAMN35004802
SRR24474938	Klebsiella quasipneumoniae	ST1105-3LV	SAMN35004804
SRR24474936	Klebsiella quasipneumoniae	ST1105-3LV	SAMN35004805
SRR24474935	Klebsiella quasipneumoniae	ST1105-3LV	SAMN35004806
SRR24474933	Klebsiella quasipneumoniae	ST1105-3LV	SAMN35004808
SRR24474897	Klebsiella pneumoniae	ST16	SAMN35004812
SRR24474896	Klebsiella pneumoniae	ST17	SAMN35004813
SRR24474895	Klebsiella pneumoniae	ST16	SAMN35004814
SRR24474893	Klebsiella quasipneumoniae	ST1105-3LV	SAMN35004815
SRR24474885	Klebsiella pneumoniae	ST17	SAMN35004823
SRR24474880	Klebsiella pneumoniae	ST17	SAMN35004827
SRR24474875	Klebsiella pneumoniae	ST16	SAMN35004832
SRR24475021	Klebsiella pneumoniae	ST485	SAMN35004841
SRR24475020	Klebsiella pneumoniae	ST485	SAMN35004842
SRR24481988	Klebsiella pneumoniae	ST147-1LV	SAMN35009963
SRR24481995	Klebsiella pneumoniae	ST147-1LV	SAMN35009977
SRR24481993	Klebsiella pneumoniae	ST147-1LV	SAMN35009978
SRR24481992	Klebsiella pneumoniae	ST16	SAMN35009979
SRR24490433	Klebsiella pneumoniae	ST268	SAMN35019495
SRR24491662	Klebsiella pneumoniae	ST45	SAMN35021505
SRR24495876	Klebsiella pneumoniae	ST258	SAMN35026869
SRR24503421	Klebsiella pneumoniae	ST23	SAMN35037654
SRR24504172	Klebsiella pneumoniae	ST276-1LV	SAMN35038685
SRR24504171	Klebsiella pneumoniae	ST2791	SAMN35038686
SRR24504170	Klebsiella pneumoniae	ST661	SAMN35038687
SRR24504169	Klebsiella pneumoniae	ST1198	SAMN35038688
SRR24504168	Klebsiella pneumoniae	ST163	SAMN35038689
SRR24507320	Klebsiella pneumoniae	ST13	SAMN35039632
SRR24508258	Klebsiella pneumoniae	ST16	SAMN35042064
SRR24518806	Klebsiella pneumoniae	ST11	SAMN35053611
SRR24518805	Klebsiella pneumoniae	ST11	SAMN35053612
SRR24523625	Klebsiella pneumoniae	ST3430	SAMN35057280
SRR24523645	Klebsiella pneumoniae	ST258	SAMN35059523
SRR24523643	Klebsiella pneumoniae	ST258	SAMN35059525
SRR24524015	Klebsiella pneumoniae	ST231	SAMN35060754
SRR24524013	Klebsiella pneumoniae	ST383	SAMN35060756
SRR24524012	Klebsiella pneumoniae	ST25	SAMN35060757
SRR24560538	Klebsiella pneumoniae	ST45	SAMN35085362
SRR24601410	Klebsiella pneumoniae	ST147	SAMN35113009
SRR24635318	Klebsiella pneumoniae	ST15	SAMN35130664
SRR24636367	Klebsiella pneumoniae	ST268	SAMN35130898
SRR24632472	Klebsiella pneumoniae	ST147	SAMN35132050
SRR24632470	Klebsiella pneumoniae	ST147	SAMN35132051
SRR24632459	Klebsiella pneumoniae	ST1083	SAMN35132061
SRR24629759	Klebsiella variicola	ST1737	SAMN35141348
SRR25145652	Klebsiella quasipneumoniae	ST1226-1LV	SAMN35153893
SRR24650909	Klebsiella variicola	ST3353-1LV	SAMN35159377
SRR24650898	Klebsiella pneumoniae	ST147-1LV	SAMN35159382
SRR24650896	Klebsiella pneumoniae	ST147-1LV	SAMN35159384
SRR24650894	Klebsiella pneumoniae	ST16	SAMN35159386
SRR24673344	Klebsiella pneumoniae	ST307	SAMN35159565
SRR24673343	Klebsiella pneumoniae	ST15	SAMN35159566
SRR24673285	Klebsiella pneumoniae	ST323	SAMN35159567
SRR24673274	Klebsiella pneumoniae	ST25	SAMN35159568
SRR24673308	Klebsiella pneumoniae	ST11	SAMN35159570
SRR24673297	Klebsiella pneumoniae	ST307	SAMN35159571
SRR24673342	Klebsiella pneumoniae	ST147	SAMN35159575
SRR24673331	Klebsiella pneumoniae	ST147	SAMN35159576
SRR24673321	Klebsiella pneumoniae	ST268	SAMN35159577
SRR24673320	Klebsiella pneumoniae	ST307	SAMN35159578
SRR24673318	Klebsiella pneumoniae	ST661	SAMN35159580
SRR24673317	Klebsiella pneumoniae	ST437	SAMN35159581
SRR24673316	Klebsiella pneumoniae	ST307	SAMN35159582
SRR24673314	Klebsiella pneumoniae	ST45	SAMN35159584
SRR24673283	Klebsiella pneumoniae	ST45	SAMN35159586
SRR24673282	Klebsiella pneumoniae	ST45	SAMN35159587
SRR24673281	Klebsiella pneumoniae	ST551	SAMN35159588
SRR24673280	Klebsiella pneumoniae	ST14	SAMN35159589
SRR24673279	Klebsiella pneumoniae	ST35	SAMN35159590
SRR24673278	Klebsiella pneumoniae	ST39	SAMN35159591
SRR24673277	Klebsiella pneumoniae	ST45	SAMN35159592
SRR24673276	Klebsiella pneumoniae	ST1401	SAMN35159593
SRR24673275	Klebsiella pneumoniae	ST45	SAMN35159594
SRR24673273	Klebsiella pneumoniae	ST39	SAMN35159595
SRR24673272	Klebsiella pneumoniae	ST307	SAMN35159596
SRR24673269	Klebsiella pneumoniae	ST664-1LV	SAMN35159599
SRR24673268	Klebsiella pneumoniae	ST551	SAMN35159600
SRR24673267	Klebsiella pneumoniae	ST2154	SAMN35159601
SRR24673266	Klebsiella pneumoniae	ST11	SAMN35159602
SRR24673265	Klebsiella pneumoniae	ST29	SAMN35159603
SRR24673264	Klebsiella pneumoniae	ST35	SAMN35159604
SRR24673262	Klebsiella pneumoniae	ST551	SAMN35159605
SRR24673261	Klebsiella pneumoniae	ST551	SAMN35159606
SRR24673260	Klebsiella pneumoniae	ST307	SAMN35159607
SRR24673258	Klebsiella pneumoniae	ST307	SAMN35159609
SRR24673313	Klebsiella pneumoniae	ST17	SAMN35159610
SRR24673311	Klebsiella pneumoniae	ST496	SAMN35159612
SRR24673310	Klebsiella pneumoniae	ST17	SAMN35159613
SRR24673309	Klebsiella pneumoniae	ST2154	SAMN35159614
SRR24673307	Klebsiella pneumoniae	ST17	SAMN35159615
SRR24673305	Klebsiella pneumoniae	ST29	SAMN35159617
SRR24673304	Klebsiella pneumoniae	ST307	SAMN35159618
SRR24673303	Klebsiella pneumoniae	ST36	SAMN35159619
SRR24673302	Klebsiella pneumoniae	ST14	SAMN35159620
SRR24673301	Klebsiella pneumoniae	ST1540	SAMN35159621
SRR24673300	Klebsiella pneumoniae	ST14	SAMN35159622
SRR24673299	Klebsiella pneumoniae	ST37	SAMN35159623
SRR24673298	Klebsiella pneumoniae	ST14	SAMN35159624
SRR24673294	Klebsiella pneumoniae	ST268	SAMN35159627
SRR24673293	Klebsiella variicola	ST447	SAMN35159628
SRR24673292	Klebsiella variicola	ST447	SAMN35159629
SRR24673291	Klebsiella pneumoniae	ST11	SAMN35159630
SRR24673290	Klebsiella pneumoniae	ST11	SAMN35159631
SRR24673289	Klebsiella pneumoniae	ST147	SAMN35159632
SRR24673288	Klebsiella pneumoniae	ST983	SAMN35159633
SRR24673287	Klebsiella pneumoniae	ST70	SAMN35159634
SRR24673254	Klebsiella pneumoniae	ST37	SAMN35159635
SRR24673252	Klebsiella pneumoniae	ST307	SAMN35159636
SRR24673251	Klebsiella pneumoniae	ST429	SAMN35159637
SRR24673250	Klebsiella pneumoniae	ST25	SAMN35159638
SRR24673249	Klebsiella pneumoniae	ST25	SAMN35159639
SRR24673248	Klebsiella pneumoniae	ST307	SAMN35159640
SRR24673247	Klebsiella pneumoniae	ST70	SAMN35159641
SRR24673246	Klebsiella pneumoniae	ST307	SAMN35159642
SRR24673245	Klebsiella pneumoniae	ST307	SAMN35159643
SRR24673244	Klebsiella pneumoniae	ST307	SAMN35159644
SRR24673240	Klebsiella pneumoniae	ST3164-1LV	SAMN35159647
SRR24673239	Klebsiella pneumoniae	ST307	SAMN35159648
SRR24673238	Klebsiella pneumoniae	ST307	SAMN35159649
SRR24673237	Klebsiella pneumoniae	ST321	SAMN35159650
SRR24673236	Klebsiella pneumoniae	ST307	SAMN35159651
SRR24673235	Klebsiella pneumoniae	ST17	SAMN35159652
SRR24673234	Klebsiella pneumoniae	ST268	SAMN35159653
SRR24673233	Klebsiella pneumoniae	ST1662-1LV	SAMN35159654
SRR24673229	Klebsiella pneumoniae	ST611	SAMN35159657
SRR24673228	Klebsiella pneumoniae	ST111	SAMN35159658
SRR24673226	Klebsiella pneumoniae	ST189	SAMN35159660
SRR24673257	Klebsiella pneumoniae	ST307	SAMN35159661
SRR24673256	Klebsiella pneumoniae	ST307	SAMN35159662
SRR24673341	Klebsiella pneumoniae	ST611	SAMN35159665
SRR24673340	Klebsiella pneumoniae	ST14	SAMN35159666
SRR24673336	Klebsiella pneumoniae	ST327	SAMN35159670
SRR24673334	Klebsiella pneumoniae	ST45	SAMN35159672
SRR24673332	Klebsiella pneumoniae	ST37	SAMN35159674
SRR24673329	Klebsiella pneumoniae	ST307	SAMN35159676
SRR24673328	Klebsiella pneumoniae	ST603-1LV	SAMN35159677
SRR24673327	Klebsiella pneumoniae	ST45	SAMN35159678
SRR24673326	Klebsiella pneumoniae	ST39	SAMN35159679
SRR24673325	Klebsiella pneumoniae	ST147	SAMN35159680
SRR24673324	Klebsiella pneumoniae	ST4242	SAMN35159681
SRR24673323	Klebsiella pneumoniae	ST35	SAMN35159682
SRR24660995	Klebsiella pneumoniae	ST307	SAMN35217886
SRR24660993	Klebsiella pneumoniae	ST277	SAMN35217888
SRR24667971	Klebsiella pneumoniae	ST307	SAMN35219273
SRR24667969	Klebsiella pneumoniae	ST517	SAMN35219275
SRR24667968	Klebsiella pneumoniae	ST997	SAMN35219276
SRR24667967	Klebsiella pneumoniae	ST517	SAMN35219277
SRR24674553	Klebsiella pneumoniae	ST231	SAMN35221821
SRR24695890	Klebsiella pneumoniae	ST307	SAMN35326255
SRR24705934	Klebsiella pneumoniae	ST16	SAMN35330511
SRR24705933	Klebsiella pneumoniae	ST14	SAMN35330512
SRR24705932	Klebsiella pneumoniae	ST16	SAMN35330513
SRR24718894	Klebsiella pneumoniae	ST147	SAMN35344965
SRR24724151	Klebsiella pneumoniae	ST3640	SAMN35345848
SRR24724145	Klebsiella pneumoniae	ST3640	SAMN35345849
SRR24724144	Klebsiella pneumoniae	ST3640	SAMN35345850
SRR24724143	Klebsiella pneumoniae	ST412	SAMN35345851
SRR24726725	Klebsiella pneumoniae	ST147	SAMN35347315
SRR24726724	Klebsiella pneumoniae	ST147	SAMN35347316
SRR24735643	Klebsiella variicola	ST454	SAMN35360473
SRR24736314	Klebsiella pneumoniae	ST147	SAMN35361114
SRR24736312	Klebsiella pneumoniae	ST147-1LV	SAMN35361116
SRR24736326	Klebsiella pneumoniae	ST147-1LV	SAMN35361121
SRR24736318	Klebsiella pneumoniae	ST147	SAMN35361128
SRR24775144	Klebsiella pneumoniae	ST307	SAMN35365787
SRR24745887	Klebsiella pneumoniae	ST34	SAMN35436756
SRR24749077	Klebsiella pneumoniae	ST11	SAMN35439900
SRR24749092	Klebsiella pneumoniae	ST16	SAMN35440024
SRR24749087	Klebsiella pneumoniae	ST111	SAMN35440029
SRR24798261	Klebsiella pneumoniae	ST513-1LV	SAMN35440133
SRR24798298	Klebsiella pneumoniae	ST20	SAMN35440134
SRR24749606	Klebsiella pneumoniae	ST147	SAMN35440188
SRR24749677	Klebsiella pneumoniae	ST395	SAMN35440260
SRR24749674	Klebsiella pneumoniae	ST395	SAMN35440263
SRR24749686	Klebsiella pneumoniae	ST258	SAMN35440269
SRR24749685	Klebsiella pneumoniae	ST258	SAMN35440270
SRR24749683	Klebsiella pneumoniae	ST15	SAMN35440272
SRR24749682	Klebsiella pneumoniae	ST147	SAMN35440273
SRR24772162	Klebsiella pneumoniae	ST147-1LV	SAMN35540142
SRR24772160	Klebsiella pneumoniae	ST15	SAMN35540144
SRR24772156	Klebsiella pneumoniae	ST147-1LV	SAMN35540148
SRR24772166	Klebsiella pneumoniae	ST252	SAMN35540151
SRR24772164	Klebsiella pneumoniae	ST16	SAMN35540153
SRR24772163	Klebsiella pneumoniae	ST16	SAMN35540154
SRR24775693	Klebsiella pneumoniae	ST11	SAMN35541989
SRR24775691	Klebsiella pneumoniae	ST11	SAMN35541991
SRR24775689	Klebsiella pneumoniae	ST35	SAMN35541993
SRR24799452	Klebsiella pneumoniae	ST37	SAMN35547082
SRR24799451	Klebsiella pneumoniae	ST353	SAMN35547083
SRR24799432	Klebsiella pneumoniae	ST13	SAMN35547084
SRR24799421	Klebsiella pneumoniae	ST1609	SAMN35547085
SRR24799410	Klebsiella pneumoniae	ST1838	SAMN35547086
SRR24799399	Klebsiella pneumoniae	ST1380	SAMN35547087
SRR24799388	Klebsiella pneumoniae	ST252	SAMN35547088
SRR24799377	Klebsiella pneumoniae	ST45-1LV	SAMN35547089
SRR24799474	Klebsiella pneumoniae	ST2623	SAMN35547090
SRR24799463	Klebsiella pneumoniae	ST29	SAMN35547091
SRR24799450	Klebsiella pneumoniae	ST37	SAMN35547092
SRR24799441	Klebsiella pneumoniae	ST20	SAMN35547093
SRR24799440	Klebsiella pneumoniae	ST461	SAMN35547094
SRR24799439	Klebsiella pneumoniae	ST2800-1LV	SAMN35547095
SRR24799438	Klebsiella pneumoniae	ST920-2LV	SAMN35547096
SRR24799436	Klebsiella pneumoniae	ST219	SAMN35547098
SRR24799435	Klebsiella pneumoniae	ST22	SAMN35547099
SRR24799434	Klebsiella pneumoniae	ST2440	SAMN35547100
SRR24799433	Klebsiella pneumoniae	ST35	SAMN35547101
SRR24799431	Klebsiella pneumoniae	ST1838	SAMN35547102
SRR24799430	Klebsiella pneumoniae	ST37	SAMN35547103
SRR24799429	Klebsiella pneumoniae	ST3417-1LV	SAMN35547104
SRR24799428	Klebsiella pneumoniae	ST3994	SAMN35547105
SRR24799427	Klebsiella pneumoniae	ST20	SAMN35547106
SRR24799426	Klebsiella pneumoniae	ST883	SAMN35547107
SRR24799425	Klebsiella pneumoniae	ST323	SAMN35547108
SRR24799424	Klebsiella pneumoniae	ST528	SAMN35547109
SRR24799423	Klebsiella pneumoniae	ST86	SAMN35547110
SRR24799422	Klebsiella pneumoniae	ST17-1LV	SAMN35547111
SRR24799420	Klebsiella pneumoniae	ST14	SAMN35547112
SRR24799419	Klebsiella pneumoniae	ST1076	SAMN35547113
SRR24799418	Klebsiella pneumoniae	ST45	SAMN35547114
SRR24799417	Klebsiella pneumoniae	ST29-1LV	SAMN35547115
SRR24799416	Klebsiella pneumoniae	ST86	SAMN35547116
SRR24799415	Klebsiella pneumoniae	ST987	SAMN35547117
SRR24799414	Klebsiella pneumoniae	ST147	SAMN35547118
SRR24799413	Klebsiella pneumoniae	ST1213	SAMN35547119
SRR24799412	Klebsiella pneumoniae	ST483	SAMN35547120
SRR24799411	Klebsiella pneumoniae	ST111	SAMN35547121
SRR24799409	Klebsiella pneumoniae	ST3430	SAMN35547122
SRR24799408	Klebsiella pneumoniae	ST14	SAMN35547123
SRR24799407	Klebsiella pneumoniae	ST39	SAMN35547124
SRR24799406	Klebsiella pneumoniae	ST277	SAMN35547125
SRR24799405	Klebsiella pneumoniae	ST34	SAMN35547126
SRR24799404	Klebsiella pneumoniae	ST483	SAMN35547127
SRR24799400	Klebsiella pneumoniae	ST831	SAMN35547131
SRR24799397	Klebsiella pneumoniae	ST323	SAMN35547133
SRR24799396	Klebsiella pneumoniae	ST1621-1LV	SAMN35547134
SRR24799395	Klebsiella pneumoniae	ST45	SAMN35547135
SRR24799394	Klebsiella pneumoniae	ST3660	SAMN35547136
SRR24799392	Klebsiella pneumoniae	ST337	SAMN35547138
SRR24799391	Klebsiella pneumoniae	ST307	SAMN35547139
SRR24799390	Klebsiella pneumoniae	ST395	SAMN35547140
SRR24799389	Klebsiella pneumoniae	ST36	SAMN35547141
SRR24799387	Klebsiella pneumoniae	ST134	SAMN35547142
SRR24799385	Klebsiella pneumoniae	ST661	SAMN35547144
SRR24799384	Klebsiella pneumoniae	ST857	SAMN35547145
SRR24799383	Klebsiella pneumoniae	ST20	SAMN35547146
SRR24799382	Klebsiella pneumoniae	ST307	SAMN35547147
SRR24799381	Klebsiella pneumoniae	ST36	SAMN35547148
SRR24799379	Klebsiella pneumoniae	ST111	SAMN35547149
SRR24799378	Klebsiella pneumoniae	ST327	SAMN35547150
SRR24799376	Klebsiella pneumoniae	ST111	SAMN35547151
SRR24799375	Klebsiella pneumoniae	ST134	SAMN35547152
SRR24799374	Klebsiella pneumoniae	ST1	SAMN35547153
SRR24799373	Klebsiella pneumoniae	ST1661-1LV	SAMN35547154
SRR24799372	Klebsiella pneumoniae	ST54	SAMN35547155
SRR24799478	Klebsiella pneumoniae	ST29	SAMN35547156
SRR24799477	Klebsiella pneumoniae	ST2631-1LV	SAMN35547157
SRR24799476	Klebsiella pneumoniae	ST12	SAMN35547158
SRR24799473	Klebsiella pneumoniae	ST4283	SAMN35547160
SRR24799472	Klebsiella pneumoniae	ST582	SAMN35547161
SRR24799471	Klebsiella pneumoniae	ST933-2LV	SAMN35547162
SRR24799468	Klebsiella pneumoniae	ST307	SAMN35547165
SRR24799466	Klebsiella pneumoniae	ST252	SAMN35547167
SRR24799465	Klebsiella pneumoniae	ST33	SAMN35547168
SRR24799464	Klebsiella pneumoniae	ST2440	SAMN35547169
SRR24799462	Klebsiella pneumoniae	ST268	SAMN35547170
SRR24799461	Klebsiella pneumoniae	ST14	SAMN35547171
SRR24799460	Klebsiella pneumoniae	ST148	SAMN35547172
SRR24799459	Klebsiella pneumoniae	ST405	SAMN35547173
SRR24799456	Klebsiella pneumoniae	ST384	SAMN35547174
SRR24799455	Klebsiella pneumoniae	ST200	SAMN35547175
SRR24799454	Klebsiella pneumoniae	ST384	SAMN35547176
SRR24799453	Klebsiella pneumoniae	ST20	SAMN35547177
SRR24799448	Klebsiella pneumoniae	ST870	SAMN35547179
SRR24799446	Klebsiella pneumoniae	ST17	SAMN35547181
SRR24799445	Klebsiella pneumoniae	ST3712	SAMN35547182
SRR24799442	Klebsiella pneumoniae	ST1545	SAMN35547183
SRR24799479	Klebsiella pneumoniae	ST17	SAMN35547185
SRR24799458	Klebsiella pneumoniae	ST2451	SAMN35547186
SRR24799457	Klebsiella pneumoniae	ST3753	SAMN35547187
SRR24799443	Klebsiella pneumoniae	ST76	SAMN35547188
SRR24799444	Klebsiella pneumoniae	ST23-1LV	SAMN35547189
SRR24808906	Klebsiella pneumoniae	ST346-2LV	SAMN35573217
SRR24808901	Klebsiella pneumoniae	ST188	SAMN35573222
SRR24808919	Klebsiella pneumoniae	ST258	SAMN35573228
SRR24808915	Klebsiella pneumoniae	ST37	SAMN35573232
SRR24819235	Klebsiella pneumoniae	ST11	SAMN35578084
SRR24819234	Klebsiella pneumoniae	ST11	SAMN35578085
SRR24819223	Klebsiella pneumoniae	ST11	SAMN35578086
SRR24819212	Klebsiella pneumoniae	ST11	SAMN35578087
SRR24819207	Klebsiella pneumoniae	ST11	SAMN35578088
SRR24819206	Klebsiella pneumoniae	ST11	SAMN35578089
SRR24819205	Klebsiella pneumoniae	ST11	SAMN35578090
SRR24819204	Klebsiella pneumoniae	ST11	SAMN35578091
SRR24819203	Klebsiella pneumoniae	ST11	SAMN35578092
SRR24819202	Klebsiella pneumoniae	ST11	SAMN35578093
SRR24819233	Klebsiella pneumoniae	ST11	SAMN35578094
SRR24819232	Klebsiella pneumoniae	ST15	SAMN35578095
SRR24819231	Klebsiella pneumoniae	ST469	SAMN35578096
SRR24819230	Klebsiella pneumoniae	ST11	SAMN35578097
SRR24819229	Klebsiella pneumoniae	ST11	SAMN35578098
